"files.csv";"0";"Tue Oct 10 2023 20:16:26 GMT+0200 (Central European Summer Time)";"false"
"index.js";"864";"Tue Oct 10 2023 20:16:42 GMT+0200 (Central European Summer Time)";"false"
"package.json";"216";"Tue Oct 10 2023 19:56:29 GMT+0200 (Central European Summer Time)";"false"
"temp";"64";"Tue Oct 10 2023 19:59:20 GMT+0200 (Central European Summer Time)";"true"
"test.txt";"58";"Tue Oct 10 2023 20:11:36 GMT+0200 (Central European Summer Time)";"false"
